a	/ə/
carousel	/ˈkɛɹəˌsɛl/
carousing	/kɚˈaʊzɪŋ/
carow	/ˈkæɹoʊ/
carozza	/kɚˈɑzə/
carp	/ˈkɑɹp/
carpal	/ˈkɑɹpəl/
carpe-diem	/ˈkɑɹpəˈdiəm/
carpencic	/kɑɹˈpɛntʃɪk/
carpencic's	/kɑɹˈpɛntʃɪks/
carpenito	/kɑɹpɛˈnitoʊ/
carpenter	/ˈkɑɹpəntɚ/
carpenter's	/ˈkɑɹpəntɚz/
carpenters	/ˈkɑɹpəntɚz/
carpentier	/ˈkɑɹpəntiɚ/
carpentieri	/kɑɹpɛnˈtɪɹi/
carpentry	/ˈkɑɹpəntɹi/
carper	/ˈkɑɹpɚ/
carpet	/ˈkɑɹpət/
carpetbagger	/ˈkɑɹpətˌbæɡɚ/
carpetbaggers	/ˈkɑɹpətˌbæɡɚz/
carpeted	/ˈkɑɹpətɪd/
carpeting	/ˈkɑɹpətɪŋ/
carpets	/ˈkɑɹpəts/
carpinelli	/kɑɹpiˈnɛli/
carping	/ˈkɑɹpɪŋ/
carpino	/kɑɹˈpinoʊ/
carpio	/ˈkɑɹpioʊ/
carpool	/ˈkɑɹˌpul/
carport	/ˈkɑɹˌpɔɹt/
carports	/ˈkɑɹˌpɔɹts/
carr	/ˈkɑɹ/
carr's	/ˈkɑɹz/
carra	/ˈkɑɹə/
carragher	/ˈkæɹəɡɚ/
carraher	/ˈkæɹəhɚ/
carranco	/kɑˈɹɑnkoʊ/
carrano	/ˌkɑˈɹɑnoʊ/
carranza	/kɑˈɹɑnzə/
carrara	/ˌkɑˈɹɑɹə/
carras	/ˈkæɹəz/
carrasco	/kɑˈɹɑskoʊ/
carrasquel	/ˌkɛɹəˈskɛl/
carrasquillo	/ˌkɛɹəˈskɪloʊ/
carraway	/ˈkæɹəˌweɪ/
carrawell	/ˈkɛɹəwɛl/
carre	/ˈkɑɹ/
carreira	/kɑˈɹɛɹɑ/
carreiro	/kɑˈɹɛɹoʊ/
carreker	/ˈkɛɹɪkɚ/
carrel	/ˈkæɹəl/
carrell	/kɑˈɹeɪl/
carreno	/kɑˈɹɛˌnoʊ/
carreon	/kɑɹeɪˈɔn/
carrera	/kɑˈɹɛˌɹɑ/
carreras	/kɑˈɹɛˌɹɑz/
carrere	/kɑˈɹɛɹeɪ/
carrero	/ˌkɑˈɹɛɹoʊ/
carretta	/kɑˈɹɛtə/
carrey	/ˈkɛɹi/
carrey's	/ˈkæɹiz/
carriage	/ˈkæɹɪdʒ/
carriages	/ˈkæɹɪdʒɪz/
carrian	/ˈkɛɹiən/
carrian's	/ˈkæɹiənz/
carribean	/kɚˈɪˌbiən/
carrick	/ˈkɛɹɪk/
carrico	/kɑˈɹikoʊ/
carrie	/ˈkɛɹi/
carried	/ˈkæɹid/
carrier	/ˈkæɹiɚ/
carrier's	/ˈkæɹiɚz/
carriere	/kɑˈɹɪɹi/
carriero	/kɑˈɹɪɹoʊ/
carriers	/ˈkæɹiɚz/
carriers'	/ˈkɛɹiɚz/
carriers's	/ˈkæɹiɚzɪz/
carries	/ˈkæɹiz/
carrig	/ˈkæɹɪɡ/
carrigan	/ˈkæɹɪɡən/
carriger	/ˈkæɹɪdʒɚ/
carrigg	/ˈkæɹɪɡ/
carriker	/ˈkæɹɪkɚ/
carrillo	/kɚˈɪloʊ/
carringer	/ˈkæɹɪŋɚ/
carrington	/ˈkɛɹɪŋtən/
carrington's	/ˈkɛɹɪŋtənz/
carrino	/ˌkɑˈɹinoʊ/
carrion	/ˈkɛɹiən/
carris	/ˈkæɹɪs/
carrisyn	/ˈkæɹɪsɪn/
carrithers	/ˈkæɹɪðɚz/
carriveau	/ˈkæɹɪˌvoʊ/
carrizales	/kɑɹiˈzɑlɛs/
carro	/ˈkɑɹoʊ/
carrol	/ˈkæɹəl/
carroll	/ˈkæɹəl/
carroll's	/ˈkæɹəlz/
carrollton	/ˈkɛɹəltən/
carron	/ˈkæɹən/
carrot	/ˈkæɹət/
carrothers	/ˈkæɹəðɚz/
carrots	/ˈkæɹəts/
carrousel	/ˈkɛɹəˌsɛl/
carrow	/ˈkæɹoʊ/
carrozza	/kɑˈɹoʊzə/
carrubba	/ˌkɑˈɹubə/
carruth	/ˈkæɹuθ/
carruthers	/kɚˈʌðɚz/
carry	/ˈkæɹi/
carryanne	/ˈkæɹiˈæn/
carryforward	/ˈkɛɹiˌfɔɹwɚd/
carryforwards	/ˈkɛɹiˌfɔɹwɚdz/
carrying	/ˈkæɹiɪŋ/
carryover	/ˈkɛɹˌjoʊvɚ/
cars	/ˈkɑɹz/
cars'	/ˈkɑɹz/
carse	/ˈkɑɹs/
carsey	/ˈkɑɹsi/
carsick	/ˈkɑɹsɪk/
carson	/ˈkɑɹsən/
carson's	/ˈkɑɹsənz/
carstarphen	/kɑɹˈstɑɹfən/
carsten	/ˈkɑɹstən/
carstens	/ˈkɑɹstənz/
carstensen	/kɑɹˈstɛnsən/
carswell	/ˈkɑɹˌswɛl/
cart	/ˈkɑɹt/
carta	/ˈkɑɹtə/
cartagena	/ˌkɑɹtəˈdʒinə/
cartaya	/ˌkɑɹˈtaɪə/
carte	/ˈkɑɹt/
carted	/ˈkɑɹtɪd/
cartee	/ˈkɑɹˈti/
cartel	/kɑɹˈtɛl/
cartel's	/kɑɹˈtɛlz/
cartels	/kɑɹˈtɛlz/
carter	/ˈkɑɹtɚ/
carter's	/ˈkɑɹtɚz/
cartera	/ˌkɑɹˈtɛɹə/
carteret	/ˈkɑɹtɚɪt/
carteret's	/ˌkɑɹtɚˈɛts/
carters	/ˈkɑɹtɚz/
cartersville	/ˈkɑɹtɚzˌvɪl/
cartesian	/kɑɹˈtiʒən/
carthage	/ˈkɑɹθədʒ/
carthaginian	/ˌkɑɹθəˈdʒɪniən/
cartier	/ˈkɑɹtiɚ/
cartilage	/ˈkɑɹtələdʒ/
carting	/ˈkɑɹtɪŋ/
cartland	/ˈkɑɹtlənd/
cartledge	/ˈkɑɹtˌlɛdʒ/
cartlidge	/ˈkɑɹtlɪdʒ/
cartmell	/kɑɹtˈmeɪl/
cartmill	/ˈkɑɹtˌmɪl/
cartner	/ˈkɑɹtnɚ/
carton	/ˈkɑɹtən/
cartoneros	/ˌkɑɹˌtoʊˈnɛɹoʊs/
cartonnage	/ˈkɑɹtənədʒ/
cartons	/ˈkɑɹtənz/
cartoon	/kɑɹˈtun/
cartooning	/kɑɹˈtunɪŋ/
cartoonist	/kɑɹˈtunəst/
cartoonists	/kɑɹˈtunɪsts/
cartoons	/kɑɹˈtunz/
cartrette	/ˌkɑɹˈtɹɛt/
cartridge	/ˈkɑɹtɹədʒ/
cartridges	/ˈkɑɹtɹədʒəz/
carts	/ˈkɑɹts/
cartusciello	/kɑɹˌtusiˈɛloʊ/
cartwheel	/ˈkɑɹˌtwil/
cartwheels	/ˈkɑɹˌtwilz/
cartwright	/ˈkɑɹˌtɹaɪt/
carty	/ˈkɑɹti/
caruana	/kɑɹuˈænə/
carucci	/kɑˈɹutʃi/
caruso	/kɚˈusoʊ/
carusone	/kɑɹuˈsoʊni/
caruth	/ˈkæɹuθ/
caruthers	/kɚˈʌðɚz/
carvajal	/kɑɹvɑˈjæl/
carvalho	/kɑɹˈvɑlhoʊ/
carve	/ˈkɑɹv/
carved	/ˈkɑɹvd/
carvel	/kɑɹˈvɛl/
carvell	/kɑɹˈveɪl/
carver	/ˈkɑɹvɚ/
carver's	/ˈkɑɹvɚz/
carvers	/ˈkɑɹvɚz/
carves	/ˈkɑɹvz/
carvey	/ˈkɑɹvi/
carville	/ˈkɑɹˌvɪl/
carville's	/ˈkɑɹˌvɪlz/
carvin	/ˈkɑɹvɪn/
carving	/ˈkɑɹvɪŋ/
carvings	/ˈkɑɹvɪŋz/
carwell	/ˈkɑɹˌwɛl/
carwile	/ˈkɑɹˌwaɪl/
cary	/ˈkɛɹi/
caryl	/ˈkɛɹəl/
caryn	/ˈkɑɹɪn/
cas	/ˈkæs/
casa	/ˈkɑsə/
casablanca	/ˌkæsəˈblæŋkə/
casad	/ˈkæsəd/
casada	/kɑˈsɑdɑ/
casado	/kɑˈsɑdoʊ/
casados	/kɑˈsɑdoʊz/
casady	/kəˈsɑˌdi/
casagrande	/kɑˈsɑɡɹændi/
casal	/kɑˈsɑl/
casale	/kɑˈsɑli/
casali	/kɑˈsɑli/
casalino	/kɑsɑˈlinoʊ/
casals	/kɑˈsɑlz/
casamento	/ˌkæsəˈmɛntoʊ/
casanova	/ˌkæsəˈnoʊvɑ/
casares	/kɑˈsɑɹɛs/
casarez	/kɑˈsɑɹɛz/
casas	/ˈkɑsəz/
casassa	/kɑˈsɑsə/
casaus	/ˈkæsɔz/
casavant	/ˈkæsəvənt/
casazza	/kɑˈsɑtsə/
casbah	/ˈkæsbə/
cascade	/kæˈskeɪd/
cascade's	/kæˈskeɪdz/
cascaded	/kæˈskeɪdɪd/
cascades	/kæˈskeɪdz/
cascades'	/kæˈskeɪdz/
cascading	/kæˈskeɪdɪŋ/
casciano	/kɑstʃiˈɑnoʊ/
casciato	/kɑsˈtʃɑtoʊ/
cascio	/ˈkæsioʊ/
casco	/ˈkæskoʊ/
cascone	/kɑˈskoʊni/
casdorph	/ˈkæsdɚf/
case	/ˈkeɪs/
case's	/ˈkeɪsɪz/
casebeer	/kæsɪˈbɪɹ/
casebier	/ˈkæsɪbiɚ/
casebolt	/ˈkeɪsˌboʊlt/
casein	/keɪˈsin/
casella	/kəˈsɛlə/
caselli	/kəˈsɛli/
caseload	/ˈkeɪˌsloʊd/
caseloads	/ˈkæsəˌloʊdz/
casera	/kəˈsɛɹə/
caserta	/kɑˈsɛɹtə/
cases	/ˈkeɪsəz/
casesa	/kəˈsɛsə/
casework	/ˈkeɪˌswɝk/
caseworker	/ˈkeɪˌswɝkɚ/
caseworkers	/ˈkeɪˌswɝkɚz/
casey	/ˈkeɪsi/
casey's	/ˈkeɪsiz/
caseze	/kəˈsizi/
caseze's	/kəˈsiziz/
casgrain	/ˈkæsˌɡɹeɪn/
cash	/ˈkæʃ/
cashatt	/ˈkæʃət/
cashdollar	/ˈkæʃˌdɑlɚ/
cashed	/ˈkæʃt/
cashen	/ˈkæʃən/
casher	/ˈkæʃɚ/
cashes	/ˈkæʃɪz/
cashew	/ˈkæˌʃu/
cashews	/ˈkæˌʃuz/
cashflow	/ˈkæʃˌfloʊ/
cashflows	/ˈkæʃˌfloʊz/
cashier	/kæˈʃɪɹ/
cashier's	/kæˈʃɪɹz/
cashiered	/kæˈʃɪɹd/
cashiers	/ˌkæˈʃɪɹz/
cashin	/ˈkæʃɪn/
cashing	/ˈkæʃɪŋ/
cashion	/kɑˈʃin/
cashless	/ˈkæʃləs/
cashman	/ˈkæʃmən/
cashmere	/ˈkæʒmɪɹ/
cashmeres	/ˈkæʒmɪɹz/
cashmore	/ˈkæʃmɔɹ/
cashon	/ˈkæʃən/
cashway	/ˈkæʃˌweɪ/
cashways	/ˈkæʃˌweɪz/
cashwell	/ˈkæʃˌwɛl/
casiano	/kɑsiˈɑnoʊ/
casias	/kɑˈsiəz/
casillas	/kɑˈsɪləz/
casillo	/kəˈsɪloʊ/
casimir	/ˈkæsɪˌmiɹ/
casimiro	/kɑsiˈmɪɹoʊ/
casing	/ˈkeɪsɪŋ/
casings	/ˈkeɪsɪŋz/
casino	/kəˈsinoʊ/
casino's	/kəˈsinoʊz/
casinos	/kəˈsinoʊz/
casio	/ˈkæsioʊ/
cask	/ˈkæsk/
casket	/ˈkæskət/
caskets	/ˈkæskəts/
caskey	/ˈkæski/
casks	/ˈkæsks/
casler	/ˈkæsəlɚ/
caslin	/ˈkæslɪn/
casner	/ˈkæsnɚ/
caso	/ˈkɑsoʊ/
casola	/kɑˈsoʊlə/
cason	/ˈkæsən/
caspar	/ˈkæspɚ/
casper	/ˈkæspɚ/
casper's	/ˈkæspɚz/
caspers	/ˈkæspɚz/
caspersen	/ˈkæspɚsən/
casperson	/ˈkæspɚsən/
caspian	/ˈkæspiən/
cass	/ˈkæs/
cassada	/kɑˈsɑdə/
cassaday	/ˈkæsəˌdeɪ/
cassady	/ˈkæsədi/
cassandra	/kəˈsændɹə/
cassandras	/kəˈsændɹəs/
cassani	/kɑˈsɑni/
cassano	/kɑˈsɑnoʊ/
cassar	/ˈkæsɚ/
cassara	/kɑˈsɑɹə/
cassarino	/kɑsɑˈɹinoʊ/
cassaro	/kɑˈsɑɹoʊ/
cassata	/kɑˈsɑtə/
cassatt	/ˈkæsət/
cassavetes	/ˌkæsəˈvitiz/
casseb	/ˈkæsəb/
cassedy	/ˈkæsɪdi/
cassel	/ˈkæsəl/
casselberry	/ˈkæsəlˌbɛɹi/
cassell	/ˈkæsɛl/
cassella	/kɑˈsɛlə/
cassells	/ˈkæsəlz/
casselman	/ˈkæsəlmən/
cassels	/ˈkæsəlz/
cassens	/ˈkæsənz/
casserly	/ˈkæsɚli/
casserole	/ˈkæsɚˌoʊl/
cassese	/kɑˈseɪzi/
cassetta	/kɑˈsɛtə/
cassette	/kəˈsɛt/
cassettes	/kəˈsɛts/
cassetty	/ˈkæsɪti/
cassia	/ˈkæʃiə/
cassiday	/ˈkæsideɪ/
cassidy	/ˈkæsɪdi/
cassidy's	/ˈkæsɪdiz/
cassie	/ˈkæsi/
cassin	/ˈkæsɪn/
cassinelli	/kɑsiˈnɛli/
cassini	/kəˈsini/
cassini's	/kəˈsiniz/
cassino	/kəˈsinoʊ/
cassiopeia	/ˌkʌsiəˈpiə/
cassis	/ˈkæsɪs/
cassity	/ˈkæsɪti/
casso	/ˈkæsoʊ/
cassock	/ˈkæsək/
casson	/ˈkæsən/
cassone	/kɑˈsoʊni/
cassoni	/kəˈsoʊni/
cassoni's	/kəˈsoʊniz/
cassowary	/ˈkæsəˌwɛɹi/
casstevens	/ˌkæˈstivənz/
cast	/ˈkæst/
casta	/ˈkæstə/
castagna	/kɑˈstɑɡnə/
castagno	/kɑˈstɑɡnoʊ/
castagnola	/kɑstɑɡˈnoʊlə/
castaldi	/kɑˈstɑldi/
castaldo	/kɑˈstɑldoʊ/
castaneda	/kɑstɑˈnɛdə/
castano	/kɑˈstɑnoʊ/
castanon	/ˈkæstənɑn/
castaway	/ˈkæstəˌweɪ/
castaways	/ˈkæstəˌweɪz/
caste	/ˈkæst/
casteel	/ˈkeɪstil/
casteen	/kəˈstin/
castel	/ˈkeɪstəl/
castell	/ˈkeɪstəl/
castellana	/kɑstɛˈlænə/
castellani	/kɑstɛˈlɑni/
castellano	/kɑstɛˈlɑnoʊ/
castellanos	/kɑsteɪˈlɑnoʊz/
castellaw	/ˈkeɪstɪlɔ/
castelli	/kɑˈstɛli/
castello	/kəˈstɛloʊ/
castellon	/ˈkeɪstɪlɑn/
castellucci	/kɑstɛˈlutʃi/
castelluccio	/kɑstɛˈlutʃioʊ/
castellvi	/kəˈstɛlvi/
castelo	/kɑˈstɛloʊ/
casten	/ˈkæstən/
caster	/ˈkæstɚ/
casterline	/ˈkæstɚˌlaɪn/
casters	/ˈkæstɚz/
castes	/ˈkæsts/
castigate	/ˈkæstəˌɡeɪt/
castigated	/ˈkæstəˌɡeɪtɪd/
castigates	/ˈkæstəˌɡeɪts/
castigating	/ˈkæstəˌɡeɪtɪŋ/
castiglia	/kɑˈstiɡliə/
castiglione	/kɑstiɡliˈoʊni/
castile	/ˌkæˈstaɪl/
castilla	/kɑˈstɪlə/
castille	/ˌkæˈstɪl/
castilleja	/kɑstiˈleɪjə/
castillo	/ˌkæˈstioʊ/
castillon	/ˈkæstɪlɑn/
castine	/kɑˈstini/
casting	/ˈkæstɪŋ/
castings	/ˈkæstɪŋz/
castio	/kæˈstioʊ/
castle	/ˈkæsəl/
castle's	/ˈkæsəlz/
castleberry	/ˈkæsəlˌbɛɹi/
castleman	/ˈkæsəlmən/
castles	/ˈkæsəlz/
castner	/ˈkæstnɚ/
casto	/ˈkæstoʊ/
castoff	/ˈkæˌstɔf/
castoffs	/ˈkæˌstɔfs/
caston	/ˈkæstən/
castonguay	/kəˈstɑŋɡeɪ/
castor	/ˈkæstɚ/
castorena	/ˈkɑstɔɹnə/
castoro	/kɑˈstɔɹoʊ/
castpart	/ˈkæstˌpɑɹt/
castparts	/ˈkæstˌpɑɹts/
castrate	/ˈkæˌstɹeɪt/
castrated	/ˈkæˌstɹeɪtɪd/
castrates	/ˈkæˌstɹeɪts/
castrating	/ˈkæˌstɹeɪtɪŋ/
castration	/ˌkæˈstɹeɪʃən/
castrations	/ˌkæˈstɹeɪʃənz/
castrejon	/ˈkæstɹɪdʒɑn/
castrillon	/kəˈstɹɪljən/
castro	/ˈkæstɹoʊ/
castro's	/ˈkæstɹoʊz/
castrol	/ˈkæstɹɑl/
castronova	/kæstɹoʊˈnoʊvə/
castronovo	/kæstɹoʊˈnoʊvoʊ/
castrucci	/kəˈstɹutʃi/
castruita	/kɑˈstɹutə/
casts	/ˈkæsts/
casual	/ˈkæʒəwəl/
casually	/ˈkæʒəwəli/
casualness	/ˈkæʒəwəlnɛs/
casuals	/ˈkæʒəwəlz/
casualties	/ˈkæʒəwəltiz/
casualty	/ˈkæʒəwəlti/
caswell	/ˈkæzˌwɛl/
cat	/ˈkæt/
cat-o-nine-tails	/ˈkætoʊˌnaɪnˌteɪlz/
cat's	/ˈkæts/
cataclysm	/ˈkætəˌklɪsəm/
cataclysmic	/ˌkætəˈklɪzmɪk/
catacomb	/ˈkætəˌkoʊm/
catacombs	/ˈkætəˌkoʊmz/
catacosinos	/kəˌtækəˈsinoʊs/
catacosinos's	/kəˌtækəˈsinəsɪz/
catain	/ˈkætɪn/
catala	/ˈkætɑˌlɑn/
catalan	/ˈkætələn/
catalano	/ˌkɑtɑˈlɑˌnoʊ/
catalanotto	/ˌkɑtɑlɑˈnoʊtoʊ/
catalans	/ˈkætəˌlɑnz/
cataldi	/kɑˈtɑldi/
cataldo	/kɑˈtɑldoʊ/
catalfamo	/kɑtɑlˈfɑmoʊ/
catalina	/ˌkætəˈlinə/
catalog	/ˈkætəlɔɡ/
cataloged	/ˈkætəlɔɡd/
cataloger	/ˈkætəˌlɔɡɚ/
catalogers	/ˈkætəˌlɔɡɚz/
cataloging	/ˈkætəlɑɡɪŋ/
catalogs	/ˈkætəlɑɡz/
catalogue	/ˈkætəˌlɔɡ/
catalogued	/ˈkætəˌlɔɡd/
catalogues	/ˈkætəˌlɔɡz/
cataloguing	/ˈkætəˌlɔɡɪŋ/
catalonia	/ˌkætəˈloʊnjə/
catalonian	/ˌkætəˈloʊnjən/
catalyst	/ˈkætələst/
catalyst's	/ˈkætəˌlɪsts/
catalysts	/ˈkætələsts/
catalytic	/ˌkætəˈlɪtɪk/
catalyze	/ˈkætəˌlaɪz/
catalyzed	/ˈkætəˌlaɪzd/
catamaran	/ˌkætəmɚˈæn/
catamarans	/kəˈtæˌmɝənz/
catamount	/ˈkætəˌmaʊnt/
catanese	/kɑtɑˈneɪzi/
catania	/kəˈteɪnjə/
catano	/kɑˈtɑnoʊ/
catanzarite	/kəˈtænzɚˌaɪt/
catanzaro	/kɑtɑnˈzɑɹoʊ/
catapano	/kɑtɑˈpɑnoʊ/
catapult	/ˈkætəˌpʌlt/
catapulted	/ˈkætəˌpʌltɪd/
catapulting	/ˈkætəˌpʌltɪŋ/
catapults	/ˈkætəpəlts/
cataract	/ˈkætɚækt/
cataracts	/ˈkætɚˌækts/
catastrophe	/kəˈtæstɹəfi/
catastrophes	/kəˈtæstɹəfiz/
catastrophic	/ˌkætəˈstɹɑfɪk/
catatonic	/ˌkætəˈtɑnɪk/
catawba	/kəˈtɔbə/
catbird	/ˈkætˌbɝd/
catcall	/ˈkætˌkɔl/
catcalls	/ˈkætˌkɔlz/
catch	/ˈkætʃ/
catchacan	/ˈkætʃəˌkɑn/
catchall	/ˈkæˌtʃɔl/
catcher	/ˈkæˌtʃɝ/
catcher's	/ˈkæˌtʃɝz/
catchers	/ˈkæˌtʃɝz/
catches	/ˈkætʃəz/
catching	/ˈkætʃɪŋ/
catchings	/ˈkætʃɪŋz/
catchment	/ˈkætʃmənt/
catchup	/ˈkætʃəp/
catchword	/ˈkætʃˌwɝd/
catchy	/ˈkæˌtʃi/
cate	/ˈkeɪt/
catechism	/ˈkætəˌkɪzəm/
categorical	/ˌkætəˈɡɑɹɪkəl/
categorically	/ˌkætəˈɡɑɹɪkli/
categories	/ˈkætəˌɡɔɹiz/
categorization	/ˌkætəɡɚɪˈzeɪʃən/
categorize	/ˈkætəɡɚˌaɪz/
categorized	/ˈkætəɡɚˌaɪzd/
categorizes	/ˈkætəɡɚˌaɪzɪz/
categorizing	/ˈkætəɡɚˌaɪzɪŋ/
category	/ˈkætəˌɡɔɹi/
catelli	/kəˈtɛli/
catena	/kəˈtinə/
cater	/ˈkeɪtɚ/
catered	/ˈkeɪtɚd/
caterer	/ˈkeɪtɚɚ/
caterers	/ˈkeɪtɚɚz/
catering	/ˈkeɪtɚɪŋ/
caterings	/ˈkætɚɪŋz/
caterino	/kɑtɚˈinoʊ/
caterpillar	/ˈkætəˌpɪlɚ/
caterpillar's	/ˈkætɚˌpɪlɚz/
caterpillars	/ˈkætəˌpɪlɚz/
caterpiller	/ˈkætəˌpɪlɚ/
caterpiller's	/ˈkætəˌpɪlɚz/
caters	/ˈkeɪtɚz/
caterwaul	/ˈkætɚwɑl/
cates	/ˈkeɪts/
catfish	/ˈkætˌfɪʃ/
catharine	/ˈkæθɹɪn/
catharines	/ˈkæθɹɪnz/
catharsis	/kəˈθɑɹsəs/
cathartic	/kəˈθɑɹtɪk/
cathay	/kæˈθeɪ/
cathcart	/ˈkæθkɑɹt/
cathedral	/kəˈθidɹəl/
cathedrals	/kəˈθidɹəlz/
cathell	/ˈkæθəl/
cather	/ˈkæðɚ/
cather's	/ˈkæðɚz/
catherina	/kɑθɚˈinə/
catherine	/ˈkæθɚən/
catherine's	/ˈkæθɹɪnz/
catherines	/ˈkæθɹɪnz/
catherman	/ˈkæðɚmən/
cathers	/ˈkæðɚz/
catherwood	/ˈkæðɚˌwʊd/
catheter	/ˈkæθətɚ/
catheters	/ˈkæθətɚz/
cathey	/ˈkæði/
cathie	/ˈkæθi/
cathleen	/ˌkæθˈlin/
cathmor	/ˈkæθəmɚ/
cathode	/ˈkæˌθoʊd/
cathodes	/ˈkæˌθoʊdz/
catholic	/ˈkæθlɪk/
catholicism	/kəˈθɔləˌsɪzəm/
catholics	/ˈkæθlɪks/
cathy	/ˈkæθi/
cathy's	/ˈkæθiz/
catija	/kəˈtidʒə/
catino	/kɑˈtinoʊ/
cation	/ˈkæˌtaɪən/
catkins	/ˈkætkənz/
catledge	/ˈkætlɪdʒ/
catlett	/ˈkætlɪt/
catlike	/ˈkætˌlaɪk/
catlin	/ˈkætlɪn/
catnap	/ˈkætˌnæp/
catnip	/ˈkætnɪp/
catniss	/ˈkætˌnɪs/
cato	/ˈkeɪtoʊ/
catoe	/ˈkætoʊ/
catolica	/kəˈtoʊlɪkə/
caton	/ˈkætən/
catone	/kəˈtoʊn/
catrambone	/ˈkæˌtɹæmˌboʊn/
catrett	/ˈkætɹɪt/
catron	/ˈkætɹən/
cats	/ˈkæts/
catskill	/ˈkætˌskɪl/
catskills	/ˈkætˌskɪlz/
catsup	/ˈkɛtʃəp/
catt	/ˈkæt/
cattanach	/ˈkætənætʃ/
cattaneo	/kɑˈtɑnioʊ/
cattani	/kɑˈtɑni/
cattell	/kəˈtɛl/
catterall	/ˈkætɚˌɔl/
catterson	/ˈkætɚsən/
catterton	/ˈkætɚtən/
cattle	/ˈkætəl/
cattlemen	/ˈkætəlmən/
cattlemen's	/ˈkætəlmənz/
catto	/ˈkætoʊ/
cattolica	/kəˈtoʊlɪkə/
catton	/ˈkætən/
catty	/ˈkæti/
catwalk	/ˈkæˌtwɑk/
catwoman	/ˈkæˌtwʊmən/
cau	/ˈkaʊ/
cauble	/ˈkɔbəl/
caucasian	/kɔˈkeɪʒən/
caucasians	/kɔˈkeɪʒənz/
caucasus	/ˈkɔkəsəs/
caucus	/ˈkɔkəs/
caucus's	/ˈkɔkəsɪz/
caucuses	/ˈkɔkəsɪz/
caudal	/ˈkɑdəl/
caudell	/koʊˈdɛl/
caudill	/ˈkɔdəl/
caudillo	/ˌkɔˈdɪloʊ/
caudle	/ˈkɔdəl/
cauffman	/ˈkɔfmən/
caufield	/ˈkoʊfild/
caughey	/ˈkɔi/
caughlin	/ˈkɔlɪn/
caughman	/ˈkɔmən/
caughron	/ˈkɔɹən/
caught	/ˈkɑt/
caul	/ˈkɑl/
caulder	/ˈkɔldɚ/
cauldron	/ˈkɑldɹən/
cauley	/ˈkɔli/
caulfield	/ˈkɔlˌfild/
cauliflower	/ˈkɑləˌflaʊɚ/
caulk	/ˈkɑk/
caulking	/ˈkɔkɪŋ/
caulkins	/ˈkɔlkɪnz/
causal	/ˈkɔzəl/
causalities	/ˌkɔˈzælɪtiz/
causality	/ˌkɔˈzɑlɪti/
causation	/ˌkɔˈzeɪʃən/
causative	/ˈkɑzətɪv/
causby	/ˈkɔzbi/
cause	/ˈkɑz/
caused	/ˈkɑzd/
causer	/ˈkɔzɚ/
causes	/ˈkɑzəz/
causeway	/ˈkɑzˌweɪ/
causeways	/ˈkɔzˌweɪz/
causey	/ˈkɔzi/
causing	/ˈkɑzɪŋ/
caustic	/ˈkɑstɪk/
cauterization	/ˌkɔtɚɪˈzeɪʃən/
cauterize	/ˈkɔtɚaɪz/
cauterized	/ˈkɔtɚaɪzd/
cauterizes	/ˈkɔtɚaɪzɪz/
cauterizing	/ˈkɔtɚaɪzɪŋ/
cauthen	/ˈkɔθən/
cauthon	/ˈkɔθən/
cauthorn	/ˈkɔθɚn/
caution	/ˈkɑʃən/
cautionary	/ˈkɔʃəˌnɛɹi/
cautioned	/ˈkɑʃənd/
cautioning	/ˈkɔʃənɪŋ/
cautions	/ˈkɔʃənz/
cautious	/ˈkɔʃəs/
cautiously	/ˈkɔʃəsli/
cautiousness	/ˈkɔʃəsnəs/
cava	/ˈkɑvə/
cavaco	/ˈkævəkoʊ/
cavagnaro	/kɑvɑɡˈnɑɹoʊ/
cavalcade	/ˈkævəlˌkeɪd/
cavalier	/ˌkævəˈlɪɹ/
cavaliere	/kɑvɑˈlɪɹi/
cavalieri	/kɑvɑˈlɪɹi/
cavalierly	/ˌkævəˈlɪɹli/
cavaliers	/ˌkævəˈlɪɹz/
cavallaro	/kɑvɑˈlɑɹoʊ/
cavallero	/kɑvɑˈlɛɹoʊ/
cavalli	/kəˈvæli/
cavalli-sfor	/kəˌvælisˈfɔɹ/
cavalli-sforza	/kəˌvælisˈfɔɹˌzɑ/
cavallo	/kəˈvæloʊ/
cavalry	/ˈkævəlɹi/
cavan	/ˈkeɪvən/
cavanagh	/ˈkævənæɡ/
cavanah	/ˈkævənə/
cavanaugh	/ˈkævənɔ/
cavaness	/ˈkɑvənɪs/
cavataio	/kɑvɑˈtɑioʊ/
cavazos	/kɑˈvɑzoʊz/
cave	/ˈkeɪv/
cave's	/ˈkeɪvz/
caveat	/ˈkeɪviˌæt/
caveats	/ˈkeɪviˌæts/
caved	/ˈkeɪvd/
cavell	/kəˈvɛl/
caveman	/ˈkeɪvˌmæn/
caven	/ˈkeɪvən/
cavenaugh	/ˈkævɪnɔ/
cavender	/kəˈvɛndɚ/
cavendish	/ˈkævəndɪʃ/
caver	/ˈkeɪvɚ/
caverly	/ˈkeɪvɚli/
cavern	/ˈkævɚn/
cavernous	/ˈkævɚnəs/
caverns	/ˈkævɚnz/
cavers	/ˈkeɪvɚz/
caves	/ˈkeɪvz/
cavett	/ˈkævɪt/
cavey	/ˈkeɪvi/
caviar	/ˈkæviˌɑɹ/
caviar's	/ˈkæviˌɑɹz/
